Area (sqft),Bedrooms,Bathrooms,Floors,Age (years),Location Quality,Price (USD)
1088.2,4.0,2.0,2.0,19.0,6.0,195797.37
4489.72,4.0,1.0,1.0,31.0,3.0,512069.17
2524.03,3.0,3.0,2.0,28.0,4.0,334798.01
1375.8,1.0,2.0,1.0,48.0,2.0,179961.21
2154.92,4.0,1.0,2.0,47.0,1.0,270688.94
2363.58,2.0,3.0,2.0,17.0,2.0,293259.38
4223.92,4.0,1.0,1.0,6.0,7.0,518360.3
3801.26,5.0,1.0,1.0,0.0,,474511.75
3961.87,1.0,2.0,1.0,27.0,9.0,496907.37
549.64,3.0,2.0,,32.0,3.0,115205.21
2372.69,1.0,3.0,1.0,49.0,2.0,286837.28
2666.05,5.0,3.0,1.0,3.0,4.0,363326.91
586.37,5.0,2.0,2.0,19.0,2.0,133910.45
1669.16,5.0,1.0,2.0,35.0,7.0,265183.85
3921.3,5.0,2.0,2.0,30.0,6.0,498220.56
1116.99,2.0,3.0,2.0,37.0,8.0,222227.07
2908.9,3.0,1.0,2.0,27.0,5.0,366022.4
1468.41,5.0,1.0,1.0,2.0,2.0,203973.89
554.54,5.0,1.0,1.0,5.0,4.0,134843.1
1585.41,4.0,2.0,2.0,44.0,1.0,199406.76
4891.43,3.0,2.0,2.0,22.0,2.0,525538.59
4106.92,1.0,3.0,,6.0,4.0,480034.15
4818.09,3.0,1.0,1.0,35.0,6.0,563426.61
2695.34,3.0,1.0,1.0,0.0,4.0,334115.33
993.81,3.0,2.0,1.0,5.0,4.0,174735.84
2965.82,5.0,3.0,2.0,23.0,2.0,362747.2
2544.7,5.0,3.0,2.0,36.0,9.0,386558.57
4299.61,2.0,1.0,1.0,,8.0,535071.87
941.37,1.0,2.0,1.0,35.0,8.0,211707.4
2697.09,4.0,1.0,2.0,23.0,5.0,356905.11
1175.22,,2.0,2.0,37.0,,169376.33
1961.04,1.0,3.0,2.0,44.0,6.0,281554.02
3818.11,1.0,1.0,1.0,28.0,9.0,482711.5
2642.08,2.0,1.0,2.0,36.0,8.0,366715.21
2191.5,4.0,1.0,1.0,44.0,7.0,312231.57
2275.14,3.0,3.0,1.0,,8.0,346464.47
2567.51,4.0,1.0,1.0,24.0,4.0,339834.87
4032.57,2.0,3.0,2.0,9.0,,480023.62
4514.38,5.0,2.0,2.0,34.0,5.0,534575.3
4799.01,1.0,3.0,1.0,24.0,2.0,
4041.07,3.0,2.0,2.0,26.0,,513464.88
1919.33,5.0,3.0,1.0,44.0,3.0,268060.72
3596.61,2.0,3.0,2.0,31.0,5.0,438562.99
2469.21,4.0,1.0,1.0,11.0,8.0,370322.69
1646.02,1.0,3.0,1.0,3.0,9.0,294614.75
4283.92,3.0,1.0,2.0,41.0,9.0,541178.94
672.92,5.0,2.0,2.0,25.0,5.0,174034.15
4557.93,5.0,2.0,1.0,2.0,,520489.65
2576.65,1.0,1.0,2.0,16.0,7.0,343127.36
3367.41,4.0,2.0,1.0,8.0,7.0,456842.65
3467.09,2.0,3.0,1.0,28.0,8.0,441116.9
4528.03,4.0,1.0,1.0,0.0,8.0,564481.48
3365.01,4.0,1.0,1.0,17.0,5.0,416632.6
3262.7,4.0,1.0,1.0,40.0,1.0,356043.81
799.93,1.0,2.0,1.0,19.0,4.0,130737.85
2832.84,1.0,2.0,1.0,40.0,4.0,336564.98
1175.76,2.0,3.0,1.0,33.0,3.0,159872.83
3818.45,,3.0,2.0,27.0,8.0,518979.13
2805.0,1.0,1.0,,,3.0,335134.14
3561.03,2.0,3.0,1.0,34.0,5.0,434036.11
687.53,2.0,2.0,1.0,15.0,2.0,109643.28
881.56,4.0,3.0,1.0,20.0,,173385.41
3723.46,3.0,,2.0,12.0,6.0,458408.18
824.38,4.0,3.0,1.0,34.0,8.0,214466.95
820.66,3.0,2.0,1.0,41.0,8.0,185947.18
554.49,2.0,2.0,1.0,31.0,1.0,81111.25
4804.26,1.0,3.0,2.0,49.0,5.0,553091.12
3818.79,5.0,3.0,2.0,37.0,2.0,441085.08
2089.63,2.0,2.0,2.0,5.0,5.0,272197.59
1834.41,1.0,1.0,1.0,49.0,9.0,275576.61
2073.66,2.0,3.0,1.0,,4.0,263515.25
3985.94,4.0,2.0,2.0,37.0,8.0,515474.08
3476.17,3.0,3.0,1.0,12.0,1.0,403499.74
1333.38,2.0,3.0,2.0,45.0,8.0,
1283.49,1.0,3.0,2.0,38.0,6.0,214695.64
942.78,4.0,3.0,1.0,12.0,8.0,215721.9
3471.36,5.0,3.0,1.0,46.0,6.0,439566.11
3939.68,4.0,1.0,1.0,11.0,3.0,428991.85
1692.71,3.0,1.0,1.0,32.0,8.0,257624.67
594.25,4.0,1.0,2.0,27.0,5.0,129264.0
869.77,5.0,2.0,2.0,2.0,5.0,183009.98
,1.0,1.0,2.0,17.0,7.0,572568.9
1829.5,2.0,1.0,2.0,25.0,6.0,273365.39
3961.5,3.0,2.0,2.0,39.0,9.0,503016.2
3310.99,5.0,1.0,,1.0,7.0,430700.58
2218.73,3.0,3.0,1.0,3.0,3.0,283824.92
1425.59,4.0,1.0,2.0,49.0,5.0,213854.15
1046.24,3.0,1.0,1.0,27.0,9.0,216419.63
3267.56,5.0,1.0,1.0,27.0,2.0,380657.73
3985.85,2.0,3.0,2.0,24.0,1.0,421961.69
3397.57,2.0,3.0,2.0,25.0,8.0,463706.98
2886.36,3.0,3.0,1.0,44.0,8.0,403531.5
688.78,1.0,3.0,1.0,46.0,2.0,117505.13
4858.2,3.0,2.0,2.0,1.0,8.0,576731.07
4094.21,4.0,3.0,2.0,41.0,5.0,506539.98
1817.7,2.0,3.0,1.0,33.0,2.0,219219.35
4909.87,2.0,3.0,2.0,29.0,7.0,587679.76
3208.47,2.0,3.0,2.0,20.0,7.0,438187.06
3120.9,1.0,2.0,2.0,43.0,3.0,365065.95
3866.33,1.0,1.0,2.0,,1.0,400666.12
4152.96,5.0,1.0,2.0,43.0,4.0,492657.91
3454.15,3.0,3.0,1.0,22.0,2.0,
1076.43,3.0,3.0,2.0,,4.0,179169.41
2022.2,4.0,3.0,2.0,1.0,8.0,333777.88
4676.38,2.0,1.0,1.0,26.0,2.0,498656.27
1510.77,1.0,1.0,1.0,47.0,1.0,170546.2
2174.75,4.0,3.0,2.0,21.0,3.0,294016.74
2444.35,4.0,1.0,2.0,33.0,7.0,345869.34
2477.32,1.0,2.0,1.0,15.0,6.0,345975.36
3258.23,3.0,3.0,2.0,19.0,6.0,433475.58
4743.84,2.0,3.0,2.0,25.0,7.0,586383.8
1583.12,,2.0,2.0,15.0,8.0,265042.96
1046.76,4.0,2.0,1.0,5.0,3.0,155502.14
1388.62,2.0,1.0,2.0,44.0,3.0,181185.09
4491.16,5.0,2.0,2.0,,8.0,560652.2
3406.15,4.0,3.0,1.0,22.0,7.0,456211.11
1786.58,3.0,1.0,2.0,41.0,5.0,246481.43
4171.76,3.0,2.0,2.0,36.0,4.0,498238.24
4376.16,3.0,1.0,2.0,7.0,6.0,506824.27
4309.31,1.0,,2.0,5.0,9.0,535137.59
4635.17,4.0,1.0,1.0,36.0,6.0,550044.92
1635.08,2.0,1.0,1.0,21.0,8.0,249552.49
3897.69,3.0,2.0,2.0,5.0,1.0,442819.6
2572.43,3.0,3.0,2.0,31.0,6.0,361766.7
4288.99,1.0,3.0,2.0,16.0,,473386.59
,2.0,2.0,2.0,37.0,3.0,456909.9
,4.0,3.0,1.0,16.0,6.0,489022.92
3452.73,5.0,1.0,1.0,36.0,2.0,379609.16
1298.43,1.0,1.0,1.0,22.0,4.0,175700.66
2952.62,4.0,1.0,2.0,48.0,6.0,380564.92
4931.01,5.0,2.0,,48.0,5.0,562368.55
4718.25,3.0,1.0,2.0,12.0,6.0,563617.54
694.28,3.0,1.0,1.0,31.0,6.0,
1241.67,,2.0,1.0,,8.0,213036.89
1092.78,5.0,1.0,1.0,6.0,9.0,235042.17
3766.91,3.0,1.0,1.0,21.0,5.0,457070.53
4180.03,3.0,,1.0,20.0,6.0,520659.82
1460.8,2.0,2.0,2.0,5.0,6.0,256664.06
,4.0,1.0,2.0,13.0,6.0,363340.24
4283.16,3.0,1.0,2.0,,2.0,493175.85
3797.61,1.0,,1.0,2.0,4.0,433758.37
2940.07,1.0,1.0,2.0,8.0,1.0,
3156.56,4.0,3.0,2.0,46.0,1.0,382247.35
2787.62,5.0,3.0,1.0,20.0,1.0,330084.83
1838.97,2.0,3.0,1.0,49.0,7.0,288808.55
3042.6,1.0,3.0,1.0,29.0,1.0,332533.28
3599.98,1.0,2.0,2.0,29.0,6.0,426457.48
4429.95,4.0,1.0,1.0,41.0,2.0,472082.49
3363.31,5.0,3.0,2.0,41.0,6.0,447187.11
,5.0,1.0,2.0,31.0,6.0,473665.74
1220.32,4.0,2.0,1.0,22.0,3.0,182531.13
2577.01,1.0,1.0,2.0,2.0,8.0,348805.42
541.99,2.0,1.0,,0.0,4.0,105411.0
1610.05,1.0,3.0,1.0,2.0,,252036.35
3769.08,5.0,3.0,2.0,36.0,4.0,463780.67
4963.14,1.0,,2.0,6.0,1.0,500334.78
946.3,2.0,1.0,2.0,2.0,6.0,185670.78
2306.72,3.0,3.0,1.0,35.0,5.0,299722.62
4100.32,1.0,3.0,2.0,48.0,9.0,510757.83
1418.16,4.0,3.0,1.0,2.0,9.0,260975.95
2997.88,3.0,2.0,1.0,3.0,8.0,413879.7
3798.82,4.0,,,30.0,7.0,491521.01
,4.0,3.0,2.0,1.0,2.0,392636.59
1346.11,,1.0,2.0,13.0,8.0,
2099.23,1.0,2.0,2.0,,3.0,263111.45
,,1.0,1.0,30.0,6.0,499117.97
2994.02,3.0,3.0,2.0,1.0,7.0,401166.27
523.53,2.0,1.0,1.0,30.0,6.0,142287.57
3924.46,5.0,1.0,2.0,46.0,5.0,467906.38
658.9,1.0,2.0,2.0,,4.0,125300.6
3855.8,4.0,2.0,2.0,21.0,2.0,439880.25
1411.16,2.0,1.0,1.0,9.0,9.0,244861.22
4811.33,3.0,1.0,2.0,29.0,7.0,582728.68
2155.73,5.0,1.0,1.0,32.0,7.0,320524.11
1971.19,5.0,2.0,2.0,18.0,4.0,256657.28
,2.0,2.0,2.0,45.0,5.0,192191.57
1875.22,1.0,1.0,1.0,,6.0,278698.25
4444.93,3.0,2.0,1.0,45.0,2.0,489350.36
4983.5,2.0,3.0,2.0,0.0,4.0,570241.75
,4.0,2.0,2.0,31.0,4.0,285704.44
2518.75,3.0,2.0,1.0,24.0,4.0,313455.75
3749.32,5.0,2.0,2.0,40.0,7.0,470441.76
4487.88,,3.0,1.0,16.0,7.0,547741.21
3168.7,5.0,3.0,2.0,13.0,,434377.8
2261.87,5.0,3.0,1.0,44.0,7.0,342388.63
2356.8,5.0,1.0,1.0,12.0,2.0,283055.11
3630.28,1.0,1.0,1.0,37.0,5.0,440737.26
514.48,5.0,3.0,1.0,38.0,2.0,103480.94
3288.15,4.0,1.0,1.0,1.0,,410087.61
2099.72,4.0,1.0,2.0,31.0,6.0,289296.27
4073.89,3.0,1.0,2.0,31.0,3.0,453802.33
918.46,5.0,3.0,2.0,39.0,6.0,193251.4
3146.91,5.0,2.0,2.0,5.0,5.0,410729.13
2664.38,2.0,3.0,2.0,24.0,,346667.02
3390.46,,3.0,2.0,2.0,9.0,455989.54
791.84,3.0,1.0,2.0,17.0,8.0,
3109.93,5.0,1.0,2.0,49.0,7.0,422889.37
3026.68,2.0,2.0,2.0,37.0,1.0,
3022.97,1.0,2.0,,42.0,9.0,403432.09
3215.69,3.0,2.0,1.0,2.0,9.0,443720.44
3544.11,3.0,,2.0,47.0,6.0,438989.01
4122.45,5.0,3.0,1.0,4.0,7.0,516325.73
1714.19,3.0,2.0,2.0,23.0,3.0,240439.52
4212.72,2.0,3.0,1.0,33.0,,470489.43
2742.15,3.0,1.0,1.0,46.0,7.0,369812.9
846.76,4.0,2.0,1.0,47.0,1.0,133839.69
763.48,,1.0,2.0,38.0,1.0,110780.0
2004.07,1.0,1.0,2.0,47.0,5.0,255964.61
4032.04,1.0,3.0,2.0,23.0,9.0,521898.08
3684.56,5.0,2.0,2.0,35.0,7.0,469763.27
4048.77,5.0,3.0,1.0,27.0,1.0,459163.7
2827.71,4.0,1.0,2.0,47.0,5.0,362662.57
2480.9,,2.0,1.0,48.0,8.0,329539.6
1163.54,1.0,1.0,2.0,33.0,,206411.12
1976.87,1.0,1.0,1.0,15.0,2.0,224915.01
2453.09,1.0,,1.0,35.0,7.0,342037.67
898.7,3.0,,1.0,6.0,5.0,161259.47
1492.75,2.0,2.0,1.0,17.0,9.0,269136.57
3192.01,2.0,3.0,2.0,5.0,3.0,384673.37
3810.48,4.0,3.0,2.0,49.0,1.0,427005.39
4992.56,3.0,1.0,1.0,27.0,4.0,565416.79
4699.01,1.0,2.0,,38.0,7.0,553461.12
3391.54,1.0,1.0,2.0,33.0,1.0,361586.7
2395.62,5.0,1.0,1.0,,2.0,297673.04
3362.8,5.0,1.0,2.0,28.0,5.0,410910.29
4035.43,4.0,1.0,2.0,3.0,9.0,528652.76
1032.51,1.0,1.0,2.0,13.0,1.0,137464.48
2344.57,,2.0,1.0,4.0,4.0,
4279.11,3.0,3.0,2.0,24.0,3.0,507922.84
2227.25,2.0,2.0,1.0,38.0,5.0,290926.58
,1.0,2.0,1.0,7.0,5.0,384657.31
3144.96,3.0,2.0,1.0,14.0,2.0,374723.14
1330.14,1.0,3.0,2.0,18.0,5.0,194498.14
2130.06,5.0,3.0,2.0,10.0,9.0,348938.21
2005.3,4.0,3.0,2.0,19.0,5.0,297520.68
617.89,5.0,2.0,1.0,35.0,2.0,125994.98
608.86,2.0,3.0,2.0,17.0,7.0,166921.41
4242.64,5.0,1.0,1.0,13.0,6.0,530630.43
1728.82,1.0,3.0,2.0,37.0,7.0,262140.29
2831.35,5.0,2.0,1.0,24.0,8.0,387986.23
1844.27,1.0,2.0,2.0,15.0,5.0,264373.87
4733.06,2.0,1.0,2.0,17.0,2.0,511776.01
1666.84,5.0,3.0,2.0,0.0,7.0,280306.14
2433.46,4.0,3.0,1.0,,7.0,366630.18
4427.29,4.0,1.0,1.0,0.0,8.0,560197.83
4288.7,4.0,,2.0,0.0,7.0,545381.48
1337.46,,2.0,1.0,20.0,7.0,257678.77
4111.89,5.0,3.0,1.0,,9.0,541518.13
2561.84,,3.0,1.0,26.0,8.0,394118.49
2673.36,1.0,3.0,2.0,9.0,2.0,321721.11
1100.66,2.0,3.0,2.0,49.0,2.0,151369.53
862.71,4.0,3.0,2.0,11.0,7.0,201001.08
3775.73,1.0,2.0,1.0,27.0,3.0,426038.84
2734.08,4.0,2.0,2.0,48.0,1.0,324935.16
2465.83,,2.0,1.0,31.0,9.0,338882.89
3782.79,5.0,2.0,1.0,32.0,3.0,426394.31
,4.0,1.0,2.0,7.0,,428205.38
1215.09,5.0,2.0,2.0,41.0,6.0,217631.64
3246.01,4.0,1.0,2.0,25.0,4.0,
1109.09,3.0,2.0,1.0,41.0,1.0,140130.66
3881.19,1.0,3.0,1.0,49.0,4.0,451490.45
3456.3,3.0,3.0,,,,475661.38
4804.77,1.0,3.0,1.0,1.0,7.0,562284.31
810.31,2.0,1.0,2.0,34.0,1.0,105870.61
756.75,4.0,2.0,2.0,33.0,9.0,223269.66
1769.84,2.0,2.0,2.0,5.0,6.0,258876.81
1677.68,2.0,1.0,2.0,30.0,2.0,196599.14
1611.4,1.0,1.0,2.0,22.0,3.0,209950.62
4578.15,3.0,1.0,2.0,11.0,7.0,548317.38
1622.96,5.0,1.0,1.0,27.0,3.0,232653.85
1723.77,1.0,1.0,1.0,14.0,3.0,239327.85
3917.29,5.0,3.0,2.0,18.0,5.0,490876.33
2523.83,2.0,2.0,2.0,11.0,3.0,337560.0
3995.2,5.0,1.0,1.0,49.0,,450190.64
794.15,3.0,3.0,1.0,47.0,5.0,157338.69
2694.07,1.0,1.0,2.0,1.0,5.0,327608.5
651.26,3.0,3.0,2.0,10.0,,190624.77
,3.0,1.0,,,1.0,102206.97
4578.97,,2.0,2.0,36.0,1.0,489836.87
1126.6,3.0,1.0,1.0,37.0,9.0,207799.29
,4.0,1.0,2.0,24.0,5.0,362613.58
2349.93,4.0,2.0,1.0,42.0,4.0,298671.09
2063.04,4.0,2.0,2.0,20.0,2.0,271239.45
4549.25,5.0,1.0,2.0,41.0,9.0,575891.45
598.21,3.0,2.0,2.0,35.0,6.0,148989.24
3487.05,1.0,2.0,1.0,8.0,9.0,459937.56
4835.27,1.0,3.0,2.0,11.0,5.0,545880.85
,5.0,2.0,1.0,9.0,4.0,398348.81
4715.7,1.0,2.0,1.0,45.0,7.0,545320.62
735.16,4.0,1.0,1.0,4.0,5.0,161616.76
2384.57,3.0,1.0,1.0,32.0,8.0,334805.28
1670.71,1.0,3.0,,4.0,8.0,272156.49
3788.69,1.0,1.0,,15.0,2.0,424306.04
4915.84,2.0,2.0,2.0,36.0,5.0,552447.2
1654.39,2.0,2.0,1.0,36.0,8.0,254148.27
3443.79,2.0,2.0,2.0,28.0,3.0,400353.76
1391.44,3.0,1.0,1.0,17.0,7.0,232616.47
3043.99,4.0,2.0,1.0,28.0,3.0,373994.01
2587.7,4.0,2.0,1.0,5.0,6.0,361935.59
4874.02,4.0,3.0,2.0,17.0,2.0,550308.45
3238.37,3.0,3.0,1.0,31.0,6.0,417681.67
2072.78,3.0,3.0,2.0,41.0,6.0,299625.32
1013.43,2.0,1.0,2.0,46.0,8.0,209321.42
1180.61,1.0,2.0,2.0,30.0,5.0,177240.48
1513.93,5.0,2.0,1.0,10.0,1.0,201709.46
1629.35,5.0,2.0,,,8.0,290630.25
4327.77,1.0,3.0,,27.0,9.0,557476.7
3025.5,2.0,2.0,1.0,26.0,1.0,327672.67
2855.26,1.0,2.0,1.0,18.0,5.0,344220.74
1016.46,1.0,,1.0,44.0,6.0,162431.56
4370.63,5.0,2.0,2.0,26.0,4.0,513433.45
3752.66,2.0,2.0,2.0,19.0,2.0,424007.81
804.51,,1.0,2.0,2.0,5.0,153329.2
3685.26,,2.0,2.0,15.0,4.0,457518.02
2945.92,3.0,1.0,,38.0,7.0,381336.43
867.76,2.0,2.0,1.0,43.0,6.0,171271.03
,1.0,1.0,1.0,28.0,3.0,297106.78
2681.13,4.0,,1.0,14.0,9.0,375460.43
1245.99,4.0,2.0,2.0,29.0,4.0,187300.53
4755.64,2.0,2.0,2.0,39.0,5.0,559335.13
4324.89,4.0,2.0,1.0,48.0,3.0,480519.54
3510.6,3.0,3.0,,0.0,8.0,478579.42
2580.33,4.0,2.0,1.0,28.0,7.0,360695.44
2352.94,2.0,1.0,1.0,29.0,7.0,309648.52
,2.0,3.0,2.0,39.0,8.0,459634.45
2954.44,3.0,3.0,1.0,45.0,7.0,390667.26
780.23,4.0,2.0,2.0,31.0,3.0,143338.62
2806.26,4.0,1.0,2.0,,3.0,339727.46
4128.82,1.0,1.0,1.0,26.0,2.0,415640.03
2566.58,5.0,,1.0,7.0,1.0,320995.54
733.8,2.0,1.0,2.0,35.0,5.0,147051.81
4038.25,1.0,2.0,2.0,41.0,4.0,455684.3
1406.14,2.0,2.0,1.0,34.0,,187237.6
1663.79,1.0,2.0,2.0,35.0,1.0,
1241.18,5.0,2.0,1.0,47.0,3.0,178204.39
1985.97,1.0,2.0,1.0,35.0,6.0,275993.12
3905.38,2.0,3.0,2.0,24.0,2.0,435776.57
2837.24,4.0,2.0,2.0,19.0,7.0,388632.22
1421.97,2.0,2.0,1.0,44.0,7.0,221006.87
4450.24,3.0,3.0,1.0,16.0,3.0,497978.2
4458.12,3.0,3.0,2.0,22.0,1.0,495489.1
4417.6,3.0,3.0,2.0,,9.0,571130.45
1574.58,3.0,1.0,2.0,47.0,5.0,226250.05
2530.58,5.0,1.0,2.0,48.0,2.0,298551.82
4932.45,4.0,2.0,1.0,,8.0,597209.08
3974.06,4.0,2.0,,5.0,4.0,462594.16
622.25,2.0,2.0,1.0,34.0,7.0,141221.02
793.42,1.0,1.0,2.0,3.0,,140703.24
2587.69,2.0,2.0,2.0,39.0,3.0,321181.82
4591.49,2.0,2.0,1.0,19.0,8.0,564659.02
2924.16,2.0,1.0,2.0,40.0,,331018.5
2740.16,2.0,3.0,2.0,0.0,1.0,308458.9
974.63,4.0,1.0,2.0,44.0,5.0,173520.15
3455.51,1.0,2.0,2.0,25.0,4.0,408921.67
4199.46,2.0,1.0,2.0,33.0,7.0,522204.64
2211.89,4.0,3.0,2.0,9.0,9.0,356201.18
3990.25,,3.0,,22.0,6.0,484687.11
4840.14,3.0,3.0,1.0,48.0,1.0,515750.05
1416.95,2.0,3.0,1.0,23.0,8.0,251692.44
2854.98,2.0,3.0,1.0,12.0,2.0,335149.0
1792.12,5.0,3.0,2.0,28.0,4.0,276836.54
4067.84,3.0,2.0,1.0,45.0,3.0,468803.97
3099.17,1.0,2.0,1.0,,6.0,376766.23
3355.62,2.0,1.0,1.0,30.0,2.0,369340.08
4090.61,1.0,2.0,1.0,42.0,5.0,497135.8
2281.87,3.0,3.0,2.0,9.0,9.0,343729.02
4617.91,2.0,2.0,2.0,30.0,3.0,513923.36
2898.63,,1.0,1.0,38.0,2.0,344787.99
1210.8,4.0,3.0,1.0,9.0,2.0,180904.02
3631.55,5.0,2.0,2.0,23.0,,490334.81
4069.68,5.0,2.0,2.0,32.0,6.0,500871.97
1925.43,4.0,1.0,1.0,13.0,2.0,229304.24
,4.0,3.0,2.0,34.0,3.0,504240.49
4577.64,4.0,1.0,2.0,44.0,1.0,
1746.07,2.0,3.0,1.0,33.0,2.0,209288.69
4925.85,1.0,3.0,2.0,16.0,2.0,544051.98
1133.2,1.0,2.0,,20.0,2.0,162109.97
1409.07,4.0,1.0,1.0,31.0,7.0,234500.47
1329.01,5.0,1.0,2.0,2.0,3.0,196288.7
4522.95,3.0,1.0,2.0,14.0,4.0,524238.35
3444.32,4.0,3.0,2.0,7.0,2.0,401029.21
1184.47,5.0,1.0,2.0,31.0,5.0,204466.0
2481.46,5.0,3.0,2.0,37.0,9.0,381080.63
3268.84,2.0,1.0,2.0,25.0,9.0,435510.42
875.59,2.0,1.0,1.0,29.0,7.0,188524.33
4470.87,1.0,2.0,2.0,8.0,8.0,562048.87
4116.22,1.0,1.0,1.0,31.0,5.0,485237.35
2773.43,3.0,2.0,2.0,10.0,5.0,352163.43
4852.07,3.0,2.0,2.0,21.0,3.0,535789.56
,3.0,3.0,2.0,33.0,6.0,338059.43
4928.5,3.0,1.0,2.0,40.0,1.0,526090.23
3505.64,5.0,1.0,2.0,17.0,3.0,395399.4
3356.02,5.0,1.0,1.0,,,390378.32
1246.8,1.0,2.0,1.0,17.0,7.0,233753.12
4468.67,2.0,1.0,1.0,36.0,9.0,568637.53
2423.7,2.0,3.0,,17.0,4.0,308973.02
1230.05,4.0,3.0,2.0,,7.0,244915.3
556.73,5.0,,2.0,3.0,8.0,164182.7
3018.9,3.0,2.0,1.0,46.0,2.0,343731.01
2873.3,3.0,3.0,1.0,42.0,7.0,379727.68
3737.09,4.0,3.0,2.0,26.0,3.0,433818.84
,2.0,2.0,1.0,4.0,8.0,565648.91
857.33,3.0,3.0,2.0,5.0,6.0,189597.94
3791.73,2.0,2.0,2.0,12.0,3.0,441214.11
,,3.0,1.0,22.0,8.0,260265.34
4361.8,2.0,2.0,1.0,41.0,3.0,486952.51
4185.79,2.0,3.0,1.0,,9.0,527402.75
2933.57,2.0,1.0,1.0,45.0,3.0,336460.91
3696.09,3.0,3.0,2.0,3.0,,418830.31
1914.58,1.0,3.0,2.0,31.0,2.0,235343.97
2620.26,5.0,1.0,1.0,43.0,4.0,318989.55
4197.37,2.0,1.0,1.0,14.0,2.0,441874.95
2566.69,2.0,1.0,1.0,25.0,4.0,305996.65
2110.09,2.0,1.0,1.0,41.0,4.0,268262.6
,1.0,2.0,,10.0,4.0,334701.97
4227.12,4.0,2.0,2.0,8.0,1.0,488943.71
2008.44,3.0,3.0,2.0,10.0,9.0,330188.76
1281.93,1.0,3.0,,1.0,7.0,231942.12
3704.06,2.0,3.0,2.0,44.0,2.0,418772.21
4216.9,1.0,2.0,2.0,26.0,3.0,460863.53
952.87,1.0,3.0,2.0,25.0,8.0,202072.39
1579.43,1.0,3.0,1.0,7.0,7.0,244859.57
1138.87,4.0,2.0,2.0,20.0,4.0,189202.12
2065.74,5.0,3.0,1.0,20.0,4.0,273974.65
2526.58,,2.0,1.0,7.0,9.0,372563.37
3869.72,4.0,2.0,1.0,0.0,5.0,475452.48
3430.16,4.0,1.0,2.0,37.0,5.0,420817.19
3294.18,5.0,1.0,2.0,12.0,7.0,420672.6
2085.69,4.0,2.0,2.0,8.0,1.0,261776.19
4286.51,1.0,2.0,2.0,27.0,3.0,484841.18
2620.79,1.0,1.0,1.0,5.0,2.0,286497.33
4905.97,,3.0,2.0,46.0,6.0,588250.64
3353.64,4.0,3.0,1.0,22.0,6.0,436850.94
1068.19,2.0,3.0,2.0,47.0,1.0,143816.83
3542.8,3.0,2.0,2.0,35.0,6.0,447958.62
1962.97,1.0,1.0,1.0,16.0,,244311.58
3588.47,3.0,3.0,1.0,,4.0,434839.11
813.39,5.0,1.0,1.0,11.0,6.0,169199.02
1286.97,1.0,1.0,2.0,21.0,3.0,193303.41
4350.82,3.0,2.0,2.0,11.0,3.0,496152.88
1522.31,5.0,3.0,1.0,5.0,3.0,
4266.69,3.0,1.0,2.0,43.0,4.0,484335.59
1756.74,5.0,2.0,1.0,8.0,9.0,290003.43
3392.97,5.0,2.0,2.0,36.0,4.0,414021.76
3623.68,1.0,2.0,1.0,2.0,4.0,435079.76
2806.95,2.0,3.0,1.0,33.0,4.0,339996.84
1873.9,5.0,3.0,,7.0,7.0,321172.96
,5.0,2.0,1.0,9.0,5.0,243526.43
649.35,1.0,3.0,2.0,,2.0,97692.26
1867.76,2.0,3.0,2.0,40.0,7.0,
3439.23,4.0,1.0,1.0,41.0,3.0,383401.05
4722.37,4.0,2.0,1.0,42.0,1.0,506750.32
4420.42,2.0,2.0,2.0,8.0,9.0,549546.01
3947.29,3.0,3.0,2.0,13.0,5.0,496327.14
4048.01,1.0,2.0,1.0,36.0,1.0,
3492.43,2.0,2.0,1.0,26.0,,372125.91
1671.29,4.0,2.0,1.0,40.0,1.0,221317.49
4582.38,5.0,3.0,2.0,31.0,9.0,591403.67
3518.3,4.0,3.0,2.0,3.0,8.0,482444.68
3021.98,5.0,3.0,2.0,1.0,6.0,418643.15
999.45,1.0,1.0,1.0,32.0,6.0,154000.66
2511.75,5.0,2.0,1.0,20.0,6.0,357202.78
2571.61,,1.0,,0.0,4.0,326293.81
4390.54,,3.0,2.0,43.0,5.0,538979.1
2959.92,3.0,1.0,1.0,,3.0,342205.24
2211.8,2.0,2.0,2.0,0.0,,284049.51
4895.6,1.0,2.0,1.0,45.0,7.0,570830.61
998.24,2.0,3.0,1.0,10.0,5.0,182755.38
2401.47,,3.0,1.0,6.0,8.0,350174.81
689.11,1.0,1.0,2.0,,5.0,134808.56
3829.57,4.0,3.0,2.0,14.0,4.0,
4631.34,3.0,1.0,,7.0,3.0,497474.28
1760.17,1.0,2.0,1.0,46.0,2.0,205157.44
4362.54,5.0,2.0,2.0,25.0,3.0,512641.59
1814.98,2.0,2.0,1.0,39.0,,259819.42
4598.47,1.0,2.0,2.0,41.0,8.0,560650.53
3892.83,2.0,2.0,2.0,34.0,5.0,467173.35
4122.08,5.0,1.0,2.0,45.0,1.0,449676.46
581.03,1.0,2.0,1.0,40.0,3.0,105115.48
4832.65,,1.0,1.0,40.0,4.0,561551.44
3770.02,3.0,2.0,1.0,20.0,4.0,438278.39
1871.38,1.0,1.0,1.0,37.0,1.0,190859.63
4232.28,5.0,1.0,2.0,7.0,9.0,
1766.85,1.0,1.0,1.0,42.0,4.0,213340.01
